soma_joinid	citation	collection_id	collection_name	collection_doi	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
39	Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/91d2c503-91d6-4eb7-85c8-c696dba89837.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1	29f92179-ca10-4309-a32b-d383d80347c1	Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19	10.1016/j.immuni.2021.03.005	7d98cc44-b090-4dc8-804f-2750c84fe9d7	91d2c503-91d6-4eb7-85c8-c696dba89837	49 years old male - Airway Wash (1 day post-intubation)	7d98cc44-b090-4dc8-804f-2750c84fe9d7.h5ad	2489
40	Publication: https://doi.org/10.1016/j.celrep.2019.12.082 Dataset Version: https://datasets.cellxgene.cziscience.com/c04c2222-f4b4-4515-aee7-fe5ede9c07a9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/939769a8-d8d2-4d01-abfc-55699893fd49	939769a8-d8d2-4d01-abfc-55699893fd49	Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration	10.1016/j.celrep.2019.12.082	c3d381b2-3104-444e-8ad5-d3524407bbb6	c04c2222-f4b4-4515-aee7-fe5ede9c07a9	Horizontal cells of human eye	c3d381b2-3104-444e-8ad5-d3524407bbb6.h5ad	1875
41	Publication: https://doi.org/10.1016/j.cell.2017.09.004 Dataset Version: https://datasets.cellxgene.cziscience.com/7c33951a-5e5d-4a9d-a10b-5001a0a2af02.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a238e9fa-2bdf-41df-8522-69046f99baff	a238e9fa-2bdf-41df-8522-69046f99baff	Single-Cell Analysis of Human Pancreas Reveals Transcriptional Signatures of Aging and Somatic Mutation Patterns	10.1016/j.cell.2017.09.004	66d15835-5dc8-4e96-b0eb-f48971cb65e8	7c33951a-5e5d-4a9d-a10b-5001a0a2af02	Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns	66d15835-5dc8-4e96-b0eb-f48971cb65e8.h5ad	2544
42	Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/0f4c1e52-bccd-4641-9559-b8def3aad374.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1	29f92179-ca10-4309-a32b-d383d80347c1	Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19	10.1016/j.immuni.2021.03.005	8a554710-08bc-4005-87cd-da9675bdc2e7	0f4c1e52-bccd-4641-9559-b8def3aad374	82 years old female - Fresh PBMCs (1 day post-intubation)	8a554710-08bc-4005-87cd-da9675bdc2e7.h5ad	4232
43	Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/843852c9-1398-4817-99c6-76f82b53ae57.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1	29f92179-ca10-4309-a32b-d383d80347c1	Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19	10.1016/j.immuni.2021.03.005	ce009dc1-ac57-4386-b72f-5c575701c253	843852c9-1398-4817-99c6-76f82b53ae57	74 years old female - Airway Wash (6 days post-intubation)	ce009dc1-ac57-4386-b72f-5c575701c253.h5ad	2834
44	Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/2384341a-239d-4c1b-bce9-c0f3a0ed477f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1	29f92179-ca10-4309-a32b-d383d80347c1	Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19	10.1016/j.immuni.2021.03.005	dbf0bd35-87f8-4b25-bc90-a3c54f379907	2384341a-239d-4c1b-bce9-c0f3a0ed477f	66 years old female - Airway Wash (3 days post-intubation)	dbf0bd35-87f8-4b25-bc90-a3c54f379907.h5ad	3434
45	Publication: https://doi.org/10.1101/2022.02.18.481097 Dataset Version: https://datasets.cellxgene.cziscience.com/c0eb4c64-fffd-4711-93b0-832aa2dfa58f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	d5cad3f0-56b6-4fbe-8f2b-be92a8c7820f	Developmental trajectories of thalamic nuclei revealed by single-cell transcriptome profiling and Shh perturbation	10.1101/2022.02.18.481097	6de332e1-465e-4243-9412-6fdc7497e99d	c0eb4c64-fffd-4711-93b0-832aa2dfa58f	e12.5 thalamic progenitors	6de332e1-465e-4243-9412-6fdc7497e99d.h5ad	1789
46	Publication: https://doi.org/10.1158/2159-8290.cd-22-0824 Dataset Version: https://datasets.cellxgene.cziscience.com/1cd4f84b-7fe4-463e-9f69-79a37ecf881e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a18474f4-ff1e-4864-af69-270b956cee5b	a18474f4-ff1e-4864-af69-270b956cee5b	Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia	10.1158/2159-8290.cd-22-0824	faed4f71-6b50-4fc7-bd1c-8f385dccfdce	1cd4f84b-7fe4-463e-9f69-79a37ecf881e	UMAP of Endothelial cells	faed4f71-6b50-4fc7-bd1c-8f385dccfdce.h5ad	3951
47	Publication: https://doi.org/10.1186/s40478-023-01568-z Dataset Version: https://datasets.cellxgene.cziscience.com/04101337-68d5-4841-a8c4-e6e24c832cb0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function	10.1186/s40478-023-01568-z	c8f83821-a242-4ed7-86e9-7da077f5d348	04101337-68d5-4841-a8c4-e6e24c832cb0	white matter - astrocytes	c8f83821-a242-4ed7-86e9-7da077f5d348.h5ad	3596
48	Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/d31b4bbf-0113-48f0-8d8b-a4031a63fa7b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1	29f92179-ca10-4309-a32b-d383d80347c1	Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19	10.1016/j.immuni.2021.03.005	731e6380-879f-4b0b-9a1f-2150208852ef	d31b4bbf-0113-48f0-8d8b-a4031a63fa7b	74 years old female - Airway Wash (8 days post-intubation)	731e6380-879f-4b0b-9a1f-2150208852ef.h5ad	2065
49	Publication: https://doi.org/10.1016/j.celrep.2017.10.030 Dataset Version: https://datasets.cellxgene.cziscience.com/e18b8a25-0337-4e37-b65f-033ce2e3a1ea.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/558385a4-b7b7-4eca-af0c-9e54d010e8dc	558385a4-b7b7-4eca-af0c-9e54d010e8dc	Single-Cell RNAseq analysis of diffuse neoplastic infiltrating cells at the migrating front of human glioblastoma	10.1016/j.celrep.2017.10.030	774c18c5-efa1-4dc5-9e5e-2c824bab2e34	e18b8a25-0337-4e37-b65f-033ce2e3a1ea	Infiltrating Neoplastic Cells Human Glioblastoma	774c18c5-efa1-4dc5-9e5e-2c824bab2e34.h5ad	3589
50	Publication: https://doi.org/10.1016/j.immuni.2021.03.005 Dataset Version: https://datasets.cellxgene.cziscience.com/0105195a-8786-4eb0-98eb-60b954404f8a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/29f92179-ca10-4309-a32b-d383d80347c1	29f92179-ca10-4309-a32b-d383d80347c1	Longitudinal profiling of respiratory and systemic immune responses reveals myeloid cell-driven lung inflammation in severe COVID-19	10.1016/j.immuni.2021.03.005	ea786a06-5855-48b7-80d7-0313a21a2044	0105195a-8786-4eb0-98eb-60b954404f8a	66 years old female - Fresh PBMCs (3 days post-intubation)	ea786a06-5855-48b7-80d7-0313a21a2044.h5ad	4792
51	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/a245cdf8-cbfb-4284-a410-80b0802fbf05.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	524179b0-b406-4723-9c46-293ffa77ca81	a245cdf8-cbfb-4284-a410-80b0802fbf05	Kidney - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2	524179b0-b406-4723-9c46-293ffa77ca81.h5ad	1833
52	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/541a19cd-e127-4486-a9c3-08849f28aa2a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	cbd62079-bed8-4aa1-9659-670f9cb51f9d	541a19cd-e127-4486-a9c3-08849f28aa2a	Diaphragm — A single-cell transcriptomic atlas characterizes ageing tissues in the mouse	cbd62079-bed8-4aa1-9659-670f9cb51f9d.h5ad	1858
53	Publication: https://doi.org/10.1101/2023.05.08.539485 Dataset Version: https://datasets.cellxgene.cziscience.com/7844c7d5-4ba9-4bcd-99de-1bb79c0f5d99.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1ca90a2d-2943-483d-b678-b809bf464c30	1ca90a2d-2943-483d-b678-b809bf464c30	SEA-AD: Seattle Alzheimer’s Disease Brain Cell Atlas	10.1101/2023.05.08.539485	3e87b1fa-472a-401c-8fa8-f31c10437d5f	7844c7d5-4ba9-4bcd-99de-1bb79c0f5d99	Endothelial - MTG: Seattle Alzheimer's Disease Atlas (SEA-AD)	3e87b1fa-472a-401c-8fa8-f31c10437d5f.h5ad	1973
54	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/c7f5682f-7510-4361-bba7-c6897d3dc4d1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	f16f4108-7873-4035-9989-3748da1a7ff1	c7f5682f-7510-4361-bba7-c6897d3dc4d1	Supercluster: Committed oligodendrocyte precursor	f16f4108-7873-4035-9989-3748da1a7ff1.h5ad	4720
55	Publication: https://doi.org/10.1016/j.cell.2020.12.016 Dataset Version: https://datasets.cellxgene.cziscience.com/03fa7ee8-117a-4980-9a59-0dc5be9953de.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/60358420-6055-411d-ba4f-e8ac80682a2e	60358420-6055-411d-ba4f-e8ac80682a2e	Spatiotemporal analysis of human intestinal development at single-cell resolution	10.1016/j.cell.2020.12.016	58679288-9ecc-4647-9781-12a3a8f8c6fd	03fa7ee8-117a-4980-9a59-0dc5be9953de	Spatiotemporal analysis of human intestinal development at single-cell resolution: Myofibroblasts and Mesothelium	58679288-9ecc-4647-9781-12a3a8f8c6fd.h5ad	2833
56	Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/9a69fcea-0aef-41de-b8fd-8160d6e08cbd.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	cdefb878-7f00-4b9d-9eda-b3652cfac0c8	9a69fcea-0aef-41de-b8fd-8160d6e08cbd	Cilium	cdefb878-7f00-4b9d-9eda-b3652cfac0c8.h5ad	1641
57	Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/cf1b6b6c-f44e-433f-9604-40cc00eeb0a8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	1492eb6b-7d50-4c4d-94ac-c801a7d5555c	cf1b6b6c-f44e-433f-9604-40cc00eeb0a8	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG inhibitory neurons	1492eb6b-7d50-4c4d-94ac-c801a7d5555c.h5ad	7506
58	Publication: https://doi.org/10.1126/science.abo1984 Dataset Version: https://datasets.cellxgene.cziscience.com/ae8c3c55-0c81-4787-ae49-9ab7d5e0074d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	e75342a8-0f3b-4ec5-8ee1-245a23e0f7cb	Pathogenic variants damage cell composition and single cell transcription in cardiomyopathies	10.1126/science.abo1984	bdf69f8d-5a96-4d6f-a9f5-9ee0e33597b7	ae8c3c55-0c81-4787-ae49-9ab7d5e0074d	DCM/ACM heart cell atlas: Adipocytes	bdf69f8d-5a96-4d6f-a9f5-9ee0e33597b7.h5ad	2576
59	Publication: https://doi.org/10.1016/j.cell.2021.04.028 Dataset Version: https://datasets.cellxgene.cziscience.com/77bbe3df-c0b2-4c17-ad76-2a43925d753d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dfc09a93-bce0-4c77-893d-e153d1b7f9fa	dfc09a93-bce0-4c77-893d-e153d1b7f9fa	Charting human development using a multi-endodermal organ atlas and organoid models	10.1016/j.cell.2021.04.028	ee195b7d-184d-4dfa-9b1c-51a7e601ac11	77bbe3df-c0b2-4c17-ad76-2a43925d753d	Adult duodenum	ee195b7d-184d-4dfa-9b1c-51a7e601ac11.h5ad	5200
60	Publication: https://doi.org/10.1158/2159-8290.cd-22-0824 Dataset Version: https://datasets.cellxgene.cziscience.com/1c158adf-90ea-47b7-9dac-f4fcb9e3efc5.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a18474f4-ff1e-4864-af69-270b956cee5b	a18474f4-ff1e-4864-af69-270b956cee5b	Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia	10.1158/2159-8290.cd-22-0824	9b188f26-c8e1-4a78-af15-622a35a371fc	1c158adf-90ea-47b7-9dac-f4fcb9e3efc5	UMAP of Fibroblasts cells	9b188f26-c8e1-4a78-af15-622a35a371fc.h5ad	5754
61	Publication: https://doi.org/10.1038/s41588-022-01243-4 Dataset Version: https://datasets.cellxgene.cziscience.com/afe475d5-2721-4521-bd11-1456c0c3360b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/c1241244-b22d-483d-875b-75699efb9f3c	c1241244-b22d-483d-875b-75699efb9f3c	A spatially resolved atlas of the human lung characterizes a gland-associated immune niche	10.1038/s41588-022-01243-4	f6dafdd1-d746-407e-8019-4470e02d4cbd	afe475d5-2721-4521-bd11-1456c0c3360b	B cells	f6dafdd1-d746-407e-8019-4470e02d4cbd.h5ad	3699
62	Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/63005255-f56a-4533-b021-2bf6509c2f04.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	24066994-8183-488d-b037-ef6bb524af39	63005255-f56a-4533-b021-2bf6509c2f04	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG oligodendrocyte	24066994-8183-488d-b037-ef6bb524af39.h5ad	15772
63	Publication: https://doi.org/10.1186/s40478-023-01568-z Dataset Version: https://datasets.cellxgene.cziscience.com/0a793a4a-e1fc-4a05-a468-2d5d5625daf7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function	10.1186/s40478-023-01568-z	84242d25-f656-4ca6-8e8d-f3d2beeba11f	0a793a4a-e1fc-4a05-a468-2d5d5625daf7	white matter - microglia	84242d25-f656-4ca6-8e8d-f3d2beeba11f.h5ad	3851
64	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/4ad06aec-08f3-4e40-a696-1e4933777661.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	8f1bc86b-7976-4826-8602-f5266160ad86	4ad06aec-08f3-4e40-a696-1e4933777661	Brown adipose tissue — A single-cell transcriptomic atlas characterizes ageing tissues in the mouse	8f1bc86b-7976-4826-8602-f5266160ad86.h5ad	2223
65	Publication: https://doi.org/10.1126/science.aat5031 Dataset Version: https://datasets.cellxgene.cziscience.com/bd6554d5-e22f-4224-846f-7b3a87ff1578.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/120e86b4-1195-48c5-845b-b98054105eec	120e86b4-1195-48c5-845b-b98054105eec	Spatiotemporal immune zonation of the human kidney	10.1126/science.aat5031	2fc9c59f-3cfd-48d9-9b23-e369ea31bff3	bd6554d5-e22f-4224-846f-7b3a87ff1578	Mature kidney dataset: non PT parenchyma	2fc9c59f-3cfd-48d9-9b23-e369ea31bff3.h5ad	4620
66	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/3465ce06-1657-4266-ac5f-e63d0ee31054.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	470565f2-5afc-456a-b617-18e4496c04fd	3465ce06-1657-4266-ac5f-e63d0ee31054	Dissection: Midbrain (RN) - Red Nucleus - RN	470565f2-5afc-456a-b617-18e4496c04fd.h5ad	4714
67	Publication: https://doi.org/10.1073/pnas.2103240118 Dataset Version: https://datasets.cellxgene.cziscience.com/03af5481-a0b6-426c-86b4-9127ada17b53.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1df8c90d-d299-4b2e-a54d-a5a80f36e780	1df8c90d-d299-4b2e-a54d-a5a80f36e780	Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response	10.1073/pnas.2103240118	4c6f9f26-5470-455b-8933-c408232fbf56	03af5481-a0b6-426c-86b4-9127ada17b53	chRCC - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response	4c6f9f26-5470-455b-8933-c408232fbf56.h5ad	2576
68	Publication: https://doi.org/10.1016/j.cels.2016.09.002 Dataset Version: https://datasets.cellxgene.cziscience.com/45b30508-3a78-4a2a-a888-1e87e53fd9d2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/6e8c5415-302c-492a-a5f9-f29c57ff18fb	6e8c5415-302c-492a-a5f9-f29c57ff18fb	Muraro Pancreas	10.1016/j.cels.2016.09.002	b07e5164-baf6-43d2-bdba-5a249d0da879	45b30508-3a78-4a2a-a888-1e87e53fd9d2	A Single-Cell Transcriptome Atlas of the Human Pancreas	b07e5164-baf6-43d2-bdba-5a249d0da879.h5ad	2126
69	Publication: https://doi.org/10.1002/hep4.1854 Dataset Version: https://datasets.cellxgene.cziscience.com/fe77dd32-4fa5-4bea-b885-cccb95aaa055.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/44531dd9-1388-4416-a117-af0a99de2294	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	bf176af2-4432-4391-9b35-e21bd86ca4f8	fe77dd32-4fa5-4bea-b885-cccb95aaa055	Healthy human liver: liver sinusoidal endothelial cells	bf176af2-4432-4391-9b35-e21bd86ca4f8.h5ad	6289
