soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
37	Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/bb8f672d-593d-4820-b963-bc7ba00eae18.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	Leng et al. (2021) Nat Neurosci	9f1049ac-f8b7-45ad-8e31-6e96c3e5058f	bb8f672d-593d-4820-b963-bc7ba00eae18	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC microglia	9f1049ac-f8b7-45ad-8e31-6e96c3e5058f.h5ad	5572
38	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/09168c5d-0f16-4375-be0e-b527d2561919.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	a5a6c83a-3afe-4a87-8c32-691118c46e51	09168c5d-0f16-4375-be0e-b527d2561919	Spatial transcriptomics in the healthy human kidney: Puck_200113_09	a5a6c83a-3afe-4a87-8c32-691118c46e51.h5ad	13780
39	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/9019b24b-d6ed-4923-a7fe-b40445f853b2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	a21a47fe-1516-47d0-aeca-fd90d729fa4a	9019b24b-d6ed-4923-a7fe-b40445f853b2	Spatial transcriptomics in mouse: Puck_200131_23	a21a47fe-1516-47d0-aeca-fd90d729fa4a.h5ad	12533
40	Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/33a5762d-7dd0-4e48-b475-ef7715fe15f6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028	2d2e2acd-dade-489f-a2da-6c11aa654028	A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates	10.1016/j.cell.2022.11.005	He et al. (2022) Cell	703f00e6-b996-48e5-bc34-00c41b9876f4	33a5762d-7dd0-4e48-b475-ef7715fe15f6	PNS	703f00e6-b996-48e5-bc34-00c41b9876f4.h5ad	649
41	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/f26c5734-29c4-4e55-93c3-deb3bb68ca51.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	286fead0-7be7-46db-b358-7abc6d39adf7	f26c5734-29c4-4e55-93c3-deb3bb68ca51	Spatial transcriptomics in mouse: Puck_191109_09	286fead0-7be7-46db-b358-7abc6d39adf7.h5ad	29011
42	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/a6554b87-fa7d-4896-972d-79231c56e3a3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	0738f538-ff2f-4346-b2eb-72704c291188	a6554b87-fa7d-4896-972d-79231c56e3a3	Spatial transcriptomics in the healthy human kidney: Puck_200113_12	0738f538-ff2f-4346-b2eb-72704c291188.h5ad	14010
43	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/034ae94c-d804-4073-8f8f-77761a2bb88b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	63521245-fe33-4e0f-870a-8f5d083f69f9	034ae94c-d804-4073-8f8f-77761a2bb88b	E9.0: Puck_220615_39	63521245-fe33-4e0f-870a-8f5d083f69f9.h5ad	2567
44	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/7aa01b94-92aa-42fd-8a47-b73d0c8e2c60.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	68bcbb10-cc0d-435b-ba76-ab03c040967b	7aa01b94-92aa-42fd-8a47-b73d0c8e2c60	Spatial transcriptomics in mouse: Puck_200131_22	68bcbb10-cc0d-435b-ba76-ab03c040967b.h5ad	12541
45	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/dc0c7c46-7f06-4d96-aebb-26d38ad8f57a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	c44e22ae-b746-4c09-9826-ca0650e828d4	dc0c7c46-7f06-4d96-aebb-26d38ad8f57a	Spatial transcriptomics in mouse: Puck_200127_10	c44e22ae-b746-4c09-9826-ca0650e828d4.h5ad	12132
46	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/b4421aa2-864a-4db4-b847-950d81a08fbb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	024593dd-d237-4eaa-aff2-9c9d87be595e	b4421aa2-864a-4db4-b847-950d81a08fbb	E9.0: Puck_220615_38	024593dd-d237-4eaa-aff2-9c9d87be595e.h5ad	2872
47	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/84c11aae-6b53-44bc-830b-53365bcd9d93.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	34893c3b-1776-4a4c-9ea0-9f86ad168ae4	84c11aae-6b53-44bc-830b-53365bcd9d93	Spatial transcriptomics in mouse: Puck_191112_02	34893c3b-1776-4a4c-9ea0-9f86ad168ae4.h5ad	20568
48	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/25167967-ba95-4423-9008-49499ec92aff.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	fe70db78-88b8-4bf7-8449-7aa177d51978	25167967-ba95-4423-9008-49499ec92aff	E9.0: Puck_220718_36	fe70db78-88b8-4bf7-8449-7aa177d51978.h5ad	3374
49	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/cc385c8d-50cb-4040-a949-bb657c7b2c05.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	b09f9b6a-7c4b-4345-9298-153bdc41191a	cc385c8d-50cb-4040-a949-bb657c7b2c05	E9.0: Puck_220615_36	b09f9b6a-7c4b-4345-9298-153bdc41191a.h5ad	3076
50	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/2e71e4bb-1335-46f8-8a81-2f48ba109b58.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	ba79b444-a9e4-4323-8474-421dcfb0d905	2e71e4bb-1335-46f8-8a81-2f48ba109b58	Spatial transcriptomics in mouse: Puck_191109_07	ba79b444-a9e4-4323-8474-421dcfb0d905.h5ad	24438
51	Publication: https://doi.org/10.1016/j.jhep.2023.12.023 Dataset Version: https://datasets.cellxgene.cziscience.com/97106aff-7da4-478b-89c2-917b37260fed.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0c8a364b-97b5-4cc8-a593-23c38c6f0ac5	0c8a364b-97b5-4cc8-a593-23c38c6f0ac5	Single-cell and spatial transcriptomics characterisation of the immunological landscape in the healthy and PSC human liver	10.1016/j.jhep.2023.12.023	Andrews et al. (2024) Journal of Hepatology	e347396c-a7ff-4691-9f7a-99a43555ca18	97106aff-7da4-478b-89c2-917b37260fed	Stellate cells from human healthy donor liver samples	e347396c-a7ff-4691-9f7a-99a43555ca18.h5ad	1417
52	Publication: https://doi.org/10.1016/j.immuni.2022.09.002 Dataset Version: https://datasets.cellxgene.cziscience.com/be671006-d1c3-43e0-8c75-899824a6f0e2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/02b01703-bf1b-48de-b99a-23bef8cccc81	02b01703-bf1b-48de-b99a-23bef8cccc81	Spatially mapping T cell receptors and transcriptomes	10.1016/j.immuni.2022.09.002	Liu et al. (2022) Immunity	02faf712-92d4-4589-bec7-13105059cf86	be671006-d1c3-43e0-8c75-899824a6f0e2	Renal cell carcinoma, pre aPD1, kidney Puck_200727_12	02faf712-92d4-4589-bec7-13105059cf86.h5ad	17612
53	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/5b50d9bc-9b85-49f0-83b6-852109530e50.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	2485dbb4-5c85-4ae3-99a0-1122b5876372	5b50d9bc-9b85-49f0-83b6-852109530e50	E9.0: Puck_220615_37	2485dbb4-5c85-4ae3-99a0-1122b5876372.h5ad	3052
54	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/d096e05c-6150-47a8-9aec-b89747b2925e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	1831d86a-0cdb-4a41-b410-6687370a4620	d096e05c-6150-47a8-9aec-b89747b2925e	Spatial transcriptomics in mouse: Puck_191223_17	1831d86a-0cdb-4a41-b410-6687370a4620.h5ad	22458
55	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/5b9192df-87cc-4378-a7ac-705a1608b815.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	eb602a88-fff3-488f-995d-3b0d967593b3	5b9192df-87cc-4378-a7ac-705a1608b815	Spatial transcriptomics in mouse: Puck_200127_05	eb602a88-fff3-488f-995d-3b0d967593b3.h5ad	21894
56	Publication: https://doi.org/10.1016/j.immuni.2022.09.002 Dataset Version: https://datasets.cellxgene.cziscience.com/9b84d002-a939-406e-99ed-ed35979aef1c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/02b01703-bf1b-48de-b99a-23bef8cccc81	02b01703-bf1b-48de-b99a-23bef8cccc81	Spatially mapping T cell receptors and transcriptomes	10.1016/j.immuni.2022.09.002	Liu et al. (2022) Immunity	9b1437bb-42fe-47d8-8962-835d95581763	9b84d002-a939-406e-99ed-ed35979aef1c	Renal cell carcinoma, post aPD1, lung metastasis Puck_200727_09	9b1437bb-42fe-47d8-8962-835d95581763.h5ad	14990
57	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/ce3dfc5a-9b50-4ab7-917f-5733a2697a0a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	3175b4f9-c2dd-43a4-972d-8c672e0a3d24	ce3dfc5a-9b50-4ab7-917f-5733a2697a0a	Spatial transcriptomics in mouse: Puck_191223_07	3175b4f9-c2dd-43a4-972d-8c672e0a3d24.h5ad	19471
58	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/a7274acf-9e2b-4211-beb3-70727453bb31.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	d4f003d4-1e87-4301-84e6-8e01a69aa426	a7274acf-9e2b-4211-beb3-70727453bb31	Spatial transcriptomics in mouse: Puck_200104_10	d4f003d4-1e87-4301-84e6-8e01a69aa426.h5ad	27429
59	Publication: https://doi.org/10.1038/s41588-023-01435-6 Dataset Version: https://datasets.cellxgene.cziscience.com/7fe3170f-8498-4844-9e51-8689e065b650.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d74b6979-efba-47cd-990a-9d80ccf29055	d74b6979-efba-47cd-990a-9d80ccf29055	Spatial transcriptomic maps of whole mouse embryos reveal principles of neural tube patterning	10.1038/s41588-023-01435-6	Sampath Kumar et al. (2023) Nat Genet	e5ac5022-58de-44bb-ae88-a34c94e1b45b	7fe3170f-8498-4844-9e51-8689e065b650	E9.0: Puck_220615_34	e5ac5022-58de-44bb-ae88-a34c94e1b45b.h5ad	3316
60	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/58909599-edea-4dd7-908a-1de55cd0720f.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	7aca1b0a-ea94-4a32-b011-e7467a8a75ef	58909599-edea-4dd7-908a-1de55cd0720f	Spatial transcriptomics in mouse: Puck_200131_21	7aca1b0a-ea94-4a32-b011-e7467a8a75ef.h5ad	16818
61	Publication: https://doi.org/10.1002/hep4.1854 Dataset Version: https://datasets.cellxgene.cziscience.com/2935af09-6c44-4a65-998d-685dc3ab7aaa.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/44531dd9-1388-4416-a117-af0a99de2294	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	Andrews et al. (2022) Hepatology Communications	a49d9109-1d0c-4b36-8139-19aa9a83428c	2935af09-6c44-4a65-998d-685dc3ab7aaa	Healthy human liver: lymphocytes	a49d9109-1d0c-4b36-8139-19aa9a83428c.h5ad	2346
62	Publication: https://doi.org/10.1002/hep4.1854 Dataset Version: https://datasets.cellxgene.cziscience.com/aa0e00f1-db61-4d9d-90ae-dc47189c33ae.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/44531dd9-1388-4416-a117-af0a99de2294	44531dd9-1388-4416-a117-af0a99de2294	Single-Cell, Single-Nucleus, and Spatial RNA Sequencing of the Human Liver Identifies Cholangiocyte and Mesenchymal Heterogeneity	10.1002/hep4.1854	Andrews et al. (2022) Hepatology Communications	524e045e-e74c-4e00-9884-d5c3bef3d862	aa0e00f1-db61-4d9d-90ae-dc47189c33ae	Healthy human liver: hepatic stellate cells	524e045e-e74c-4e00-9884-d5c3bef3d862.h5ad	1374
63	Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/719e608c-012b-4876-bc24-f62460935d9b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	Leng et al. (2021) Nat Neurosci	06b91002-4d3d-4d2e-8484-20c3b31e232c	719e608c-012b-4876-bc24-f62460935d9b	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: EC astrocytes	06b91002-4d3d-4d2e-8484-20c3b31e232c.h5ad	5500
64	Publication: https://doi.org/10.1038/s41593-020-00764-7 Dataset Version: https://datasets.cellxgene.cziscience.com/3512034b-9a5c-4dba-9dfb-cead9f9840dc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/180bff9c-c8a5-4539-b13b-ddbc00d643e6	180bff9c-c8a5-4539-b13b-ddbc00d643e6	Molecular characterization of selectively vulnerable neurons in Alzheimer's Disease	10.1038/s41593-020-00764-7	Leng et al. (2021) Nat Neurosci	b94e3bdf-a385-49cc-b312-7a63cc28b77a	3512034b-9a5c-4dba-9dfb-cead9f9840dc	Molecular characterization of selectively vulnerable neurons in Alzheimer’s Disease: SFG astrocytes	b94e3bdf-a385-49cc-b312-7a63cc28b77a.h5ad	5970
65	Publication: https://doi.org/10.1016/j.isci.2022.104097 Dataset Version: https://datasets.cellxgene.cziscience.com/4d6e57d7-e4fa-41ac-8daf-23a6847bc968.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8e880741-bf9a-4c8e-9227-934204631d2a	8e880741-bf9a-4c8e-9227-934204631d2a	High Resolution Slide-seqV2 Spatial Transcriptomics Enables Discovery of Disease-Specific Cell Neighborhoods and Pathways	10.1016/j.isci.2022.104097	Marshall et al. (2022) iScience	4502562d-24da-4a95-a873-bdbf6834209c	4d6e57d7-e4fa-41ac-8daf-23a6847bc968	Spatial transcriptomics in mouse: Puck_191223_12	4502562d-24da-4a95-a873-bdbf6834209c.h5ad	14558
